,party,vote,item,variable,value
310,Solidarie,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,3
311,Solidarie,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,10
312,Solidarie,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,14
313,Solidarie,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,3
314,Solidarie,vote.6357,Financiamento exclusivamente público,Sim,1
315,Solidarie,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,14
316,Solidarie,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,15
317,Solidarie,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,0
318,Solidarie,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,0
319,Solidarie,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,13
320,Solidarie,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,0
321,Solidarie,vote.6369,Voto facultativo para todas as eleições,Sim,5
322,Solidarie,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,11
323,Solidarie,vote.6371,Eleições municipais e gerais em um único ano,Sim,11
324,Solidarie,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,11
325,Solidarie,vote.6373,idade mínima de 18 anos,Sim,10
326,Solidarie,vote.6374,Redução da idade mínima para 29 anos,Sim,11
327,Solidarie,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,11
328,Solidarie,vote.6377,Cotas para mulheres no legislativo,Sim,9
329,Solidarie,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,15
330,Solidarie,vote.6379,Federação partidária,Sim,12
331,Solidarie,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,0
332,Solidarie,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Sim,0
333,Solidarie,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Sim,11
334,Solidarie,vote.6384,Janela de 30 dias para migração entre partidos,Sim,14
335,Solidarie,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Sim,3
336,Solidarie,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Sim,0
337,PCdoB,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Sim,11
338,PSC,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Sim,0
339,PCdoB,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,0
340,PSC,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,1
341,PCdoB,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,13
342,PSC,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,8
343,PCdoB,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,0
344,PSC,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,6
345,PCdoB,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,13
346,PSC,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,1
347,PCdoB,vote.6357,Financiamento exclusivamente público,Sim,11
348,PSC,vote.6357,Financiamento exclusivamente público,Sim,0
349,PCdoB,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,0
350,PSC,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,11
351,PCdoB,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,13
352,PSC,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,12
353,PCdoB,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,0
354,PSC,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,0
355,PCdoB,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,0
356,PSC,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,1
357,PCdoB,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,13
358,PSC,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,9
359,PCdoB,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,0
360,PSC,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,5
361,PCdoB,vote.6369,Voto facultativo para todas as eleições,Sim,1
362,PSC,vote.6369,Voto facultativo para todas as eleições,Sim,6
363,PCdoB,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,0
364,PSC,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,8
365,PCdoB,vote.6371,Eleições municipais e gerais em um único ano,Sim,0
366,PSC,vote.6371,Eleições municipais e gerais em um único ano,Sim,10
367,PCdoB,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,13
368,PSC,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,9
369,PCdoB,vote.6373,idade mínima de 18 anos,Sim,10
370,PSC,vote.6373,idade mínima de 18 anos,Sim,5
371,PCdoB,vote.6374,Redução da idade mínima para 29 anos,Sim,8
372,PSC,vote.6374,Redução da idade mínima para 29 anos,Sim,8
373,PCdoB,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,8
374,PSC,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,10
375,PCdoB,vote.6377,Cotas para mulheres no legislativo,Sim,11
376,PSC,vote.6377,Cotas para mulheres no legislativo,Sim,7
377,PCdoB,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,10
378,PSC,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,11
379,PCdoB,vote.6379,Federação partidária,Sim,11
380,PSC,vote.6379,Federação partidária,Sim,0
381,PCdoB,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,1
382,PSC,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,1
383,PCdoB,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Sim,0
384,PSC,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Sim,0
385,PCdoB,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Sim,11
386,PSC,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Sim,10
387,PCdoB,vote.6384,Janela de 30 dias para migração entre partidos,Sim,0
388,PSC,vote.6384,Janela de 30 dias para migração entre partidos,Sim,11
389,PCdoB,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Sim,0
390,PSC,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Sim,3
391,PCdoB,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Sim,0
392,PSC,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Sim,0
393,PROS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Sim,0
394,PROS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,5
395,PROS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,4
396,PROS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,3
397,PROS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,6
398,PROS,vote.6357,Financiamento exclusivamente público,Sim,0
399,PROS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,5
400,PROS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,12
401,PROS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,1
402,PROS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,5
403,PROS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,8
404,PROS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,1
405,PROS,vote.6369,Voto facultativo para todas as eleições,Sim,2
406,PROS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,6
407,PROS,vote.6371,Eleições municipais e gerais em um único ano,Sim,5
408,PROS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,7
409,PROS,vote.6373,idade mínima de 18 anos,Sim,6
410,PROS,vote.6374,Redução da idade mínima para 29 anos,Sim,7
411,PROS,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,8
412,PROS,vote.6377,Cotas para mulheres no legislativo,Sim,5
413,PROS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,11
414,PROS,vote.6379,Federação partidária,Sim,9
415,PROS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,0
416,PROS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Sim,0
417,PROS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Sim,9
418,PROS,vote.6384,Janela de 30 dias para migração entre partidos,Sim,11
419,PROS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Sim,2
420,PROS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Sim,0
421,PPS,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Sim,0
422,PPS,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,10
423,PPS,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,1
424,PPS,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,0
425,PPS,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,11
426,PPS,vote.6357,Financiamento exclusivamente público,Sim,1
427,PPS,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,0
428,PPS,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,10
429,PPS,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,0
430,PPS,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,9
431,PPS,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,11
432,PPS,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,0
433,PPS,vote.6369,Voto facultativo para todas as eleições,Sim,9
434,PPS,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,0
435,PPS,vote.6371,Eleições municipais e gerais em um único ano,Sim,0
436,PPS,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,11
437,PPS,vote.6373,idade mínima de 18 anos,Sim,11
438,PPS,vote.6374,Redução da idade mínima para 29 anos,Sim,9
439,PPS,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,11
440,PPS,vote.6377,Cotas para mulheres no legislativo,Sim,10
441,PPS,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,9
442,PPS,vote.6379,Federação partidária,Sim,9
443,PPS,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,10
444,PPS,vote.6381,Senador vitalício e voto em trânsito para todos os cargos,Sim,0
445,PPS,vote.6382,Permite policial militar ou bombeiro retornar a suas funções se não for reeleito,Sim,10
446,PPS,vote.6384,Janela de 30 dias para migração entre partidos,Sim,1
447,PPS,vote.6385,Obriga os candidatos a registrarem suas propostas na Justiça Eleitoral,Sim,11
448,PPS,vote.6386,"Permite ao candidato disputar, simultaneamente, eleições majoritárias e proporcionais",Sim,0
449,PV,vote.6350,Lista fechada: deputados e vereadores eleitos por lista definida pelo partido,Sim,1
450,PV,vote.6351,Distrital Misto: metade dos deputados e vereadores e vereadores eleitos por lista e outra metade seria os mais votados em cada distrito,Sim,7
451,PV,vote.6352,Distritão: elege os deputados mais votados nos estados e os vereadores mais votados nos municípios,Sim,3
452,PV,vote.6354,Financiamento público e doação de empresas e pessoas físicas a candidatos e partidos,Sim,3
453,PV,vote.6356,Financiamento público e doações apenas de pessoas físicas,Sim,4
454,PV,vote.6357,Financiamento exclusivamente público,Sim,0
455,PV,vote.6358,Financiamento público e doações de empresas e pessoas físicas a partidos e pessoas físicas a candidatos,Sim,6
456,PV,vote.6359,"Fim da reeleição para governadores, prefeitos e presidente da República",Sim,7
457,PV,vote.6360,"Mandato de 5 anos para deputados, prefeitos e governadores, com início em primeiro de janeiro",Sim,0
458,PV,vote.6362,Proíbe as coligações para eleições proporcionais: deputados e vereadores,Sim,2
459,PV,vote.6363,Limita o acesso ao fundo e ao tempo de TV a partidos com representação,Sim,7
460,PV,vote.6368,PEC apensada  alistamento eleitoral e voto facultativo,Sim,3
461,PV,vote.6369,Voto facultativo para todas as eleições,Sim,4
462,PV,vote.6370,"Mandato de 5 anos para todos os cargos, inclusive senador, a partir de 2020 e regras de transição",Sim,7
463,PV,vote.6371,Eleições municipais e gerais em um único ano,Sim,4
464,PV,vote.6372,Mandato de 4 anos para prefeitos e vereadores eleitos em 2016,Sim,6
465,PV,vote.6373,idade mínima de 18 anos,Sim,4
466,PV,vote.6374,Redução da idade mínima para 29 anos,Sim,4
467,PV,vote.6375,4 de janeiro para governadores e 5 para presidente,Sim,6
468,PV,vote.6377,Cotas para mulheres no legislativo,Sim,6
469,PV,vote.6378,"Voto impresso, fidelidade partidária, iniciativa popular e mandatos das mesas",Sim,7
470,PV,vote.6379,Federação partidária,Sim,0
471,PV,vote.6380,"Perda de mandato de deputado ou senador que assumir cargo de ministro de Estado, secretário ou chefe de missão diplomática",Sim,0
